ID|google_asr_before_sep|amazon_asr_before_sep|ground_truth|google_asr_after_sep|amazon_asr_after_sep
mix102_original_1|the massacre 10 million Cossacks in the early 19th century a soy that's never been told so it's a beaut|Massacre 10 million cossacks in the early 19th century a story that's never been told, It's a Beautiful.|[unintelligible] in the early nineteenth century a story that's never been told it's a beautiful|in Mascot emblem cassettes in the early 19th century a soy that's never been told so it's a|
mix102_original_2|three or four I would probably pick lie to me my love|three or 4 I would probably pick lie to me my love.|three or four I would probably pick um [unintelligible]|three or four I would probably pick lie to me my love|
mix103_original_1|as you say the attention to detail was perfect but a great designer got a wonderful writer and for me it was great because I was there you know|As you say, the attention to detail was perfect, very great designer, got a wonderful writer, and for me it was great because I was there, remember.|ugh as you say the attention to detail was perfect we had a great designer got a wonderful designer and um for me it was great I was there I remember this|special attention to detail was called the great great design but a wonderful writer and for me greater because I was there|
mix103_original_2|of such modest budget we did so many different locations which is which is kind of you go against the whole formula|Of such modest budget we did so many different locations, which is which is kind of go against the whole formula.|of such modest ah uh budget we did so many different locations which is which is kind of going against the whole formula [unintelligible].|a lot of coaches we did so many different locations which is which is kind of evil against the gold program|
mix104_original_1|through life so it was it was hard to kind of dissociate or to try to and too|Through life, so it was, it was hard to kind of disassociate or to try to and to.|through life so it was it was hard to kind of dissociate or to try to and to um|do you like service it was hard to kind of dissociate or to try to and too|
mix104_original_2|you know our drama tour if you will on set to make sure that we got it right and if we didn't get it right below|You know a drama tour if you will on set to make sure that we got it right and if we didn't get it right, believe.|you know a drama tour if you will on set to make sure that we got it right and if we didn't get it right believe|you don't like drama tour if you will on set to make sure that we got it right and if we didn't get it right below|
mix105_original_1|from 15 to 16 I uh the first job I did it was Miracles boys that was on the the the end Channel it was Noggin|From 15 to 16 I uh, the first job I did it was Miracle's boys that was on the the end channel, it was Noggin.|ugh from fifteen to sixteen I ugh the first job I did it was miracle's boys that was on the um N channel that was noggin|from 15 to 16 Maya the first job I did it was Miracles voice that was on the to the the end Channel it was Noggin|
mix105_original_2|you know if you want to write like my life as a dog or some super classy film that will be remembered forever this is not a book about that this is a book about writing|You know, if you want to write like My Life as a dog or some super classy film that will be remembered forever. This is not a book about that. This is a book about writing.|you know if you want to write like my life is a dog or some super classy film that will be remembered forever this is not a book about that this is a book about writing.|you know if you want to write like my life as a dog or some super classy films that will be remembered forever this is not a book about that this is a book about writing|
mix106_original_1|draw parallels between this future world that we live in and where we started which is pretty cool|Draw parallels between this future world that we live in and where we started, which is pretty cool.|um draw parallels between this future world that we live in and where we started which is pretty cool.|draw parallels between the future world that we would have been and where we started which is pretty cool|
mix106_original_2|continuity whether it was how camera works I got I got to see so much that I'm I consider myself very lucky just just to be on|continuity, whether it was how camera works, I got I got to see so much that I'm I consider myself very lucky just just to be on set.|continuity whether it was how camera works I got I got to see so much that I consider myself very lucky just to be on set.|continuty weather is how camera works like I got I got to see so much that I'm I consider myself very lucky just supposed to be you know|
mix107_original_1|is really a not Michigan but Ann Arbor I was in Ann Arbor and when the students aren't at the University of Michigan we were their offseason it's kind of a weird place to because it's a|It's really not michigan, but ANn Arbor. I was in ANn Arbor and when the students aren't at the University of michigan, we were their off season. It's kind of a weird place to be because it's a hippie.|it's really not Michigan but Ann arbor I was in Ann arbor and um when when the students aren't at the University of Michigan we were there off season it's it's kind of a weird place to be because it's a hippie place|it's really unfair that Michigan Ann Arbor I was in Ann Arbor and the University of Michigan we were there all season it's kind of a weird place to because it's a hitch|
mix107_original_2|I think the most successful bands are not ever necessarily the most talented you know that's just unfortunately the way it is that's really fragile|I think the most successful bands are not ever necessarily the most talented, you know, that's just unfortunately the way it is, it's really fragile.|ugh I think the most successful bands are not ever necessarily the most talented you know that's just unfortunately the way it is it's just really fragile [unintelligible]|I think the most successful bands are not ever necessarily the most talented you know that's just unfortunately the way it is it's really fragile|
mix108_original_1|for that it was a brave peace and it's still I think it's a I think it you know it may be a classic who knows it may be something|For that it was a brave piece and it's still, I think it's I think, you know, it may be a classic, who knows, maybe something worthy.|for that it was a brave piece and it's still I think it's ugh I think it's a classic maybe who knows maybe something worthy|for that it was a brave still I think it's a think it's you know maybe a classic you know maybe something Worthy|
mix108_original_2|I think it'll be a I hope it will be a sort of refreshing reminder of the progress that has been made as well as sort of|I think it'll be uh I hope it will be a sort of refreshing reminder of the progress that has been made, as well as sort of.|I think it will be ah uh I hope it will be a refreshing reminder of of um the progress that has been made as well as sort of uh|I hope it will be a sort of refreshing reminder of the progress that has been made as well as bird of|
mix109_original_1|back well I do think at times when you feel passionate about something there are times that all of us I'm sure you have and I know I have allowed my tongue to sort of get out of head of my brain a little bit and by the way|Well, I do think at times when you feel passionate about something, there are times that all of us, I'm sure you have and I know I have allowed my tongue to sort of get out ahead of my brain a little bit and by the way.|back well I do think at times when you feel passionate about something there are times that all of us I'm sure you have and I uh oh absolutely and I know I have I have allowed my tongue to get out of my brain a little bit sure|I do think it's times when you feel passionate about some in our time that all of us I'm sure you have and II have my time to sort of get out ahead of my brain a little bit and by the way|
mix109_original_2|about or whatever and I'm one of those people and so when I would become really really popular it would just get a little bit it's like a bug under a under a what-do-you-call-it|About or whatever, and I'm one of those people, and so when I would become really, really popular, it would just get a little bit, it's like a bug under under, what do you call that?|[unintelligible] or whatever and ugh I'm one of those people and so when I would become really really popular it would just get a little bit it it's like a bug under uh what do you call that|or whatever and I have one of those on people and so when I would become really really popular he would just get a little bit it's like a what do you call it|
mix110_original_1|listen I would not in any way want to bad-mouth America by the way I'm here for going to say working you know so|Listen, I would not in any way want to bad mouth America why I'm here for going to stay working, you know?|listen I would not in any way want to bad mouth America that why why I am here for goodness sake working.|it's not in any way I want|
mix110_original_2|later work and that might be a part of it I think I might just go ape shit|To l a to work and that might be a part of it, I think I might just go a ship.|here to L.A. to work I think and that might be a part of it I think I might just go ape shit|latest work on my book I think I might|
mix111_original_1|take out all the parts and it looked up and realizing like this is lame I looked at everybody kind of doing it I'm like I don't really want to hang out with any of|Take out all the parts and it's looked up and realizing like this is lame and I looked at everybody kind of doing it and like I don't really want to hang out with any of these.|commuters like what can I do and and that's that is what what [unintelligible]|take me home what can I do is look up and see Rising this is when we look at the ready come do now|
mix111_original_2|communities like well what can I do and and that's that is what mouth that is what Malcolm that is what Malcolm|Communities that well, what can I do and, and, and that's that is what, that is what, what Malcolm, that is what Malcolm.|take out all the parts and he's looked up and realizing like this is lame and I looked at everyone kind of doing it I'm like I don't want to hang out with any of these|can I do is look and and that is exactly where everybody could have do it at like I don't want to hang out with a|
mix112_original_1|living sort of the perfect Suburban life great husband great car great job but she gets a phone call being told by the Japanese authorities|Living sort of the perfect suburban life, great husband, great car, great job, but she gets a phone call being told by the japanese authorities.|living sort of the perfect suburban life great husband great car great job but she gets a phone call being told by the Japanese authorities.|livings would have the perfect Suburban life great husband great car great job but she gets a phone call Chichi I'm being told by Japanese authorities that|
mix112_original_2|just oh yeah no old Cynthia I'd say it was about Cynthia pain The Madam and yeah she'd seen it all and most of it wasn't to do with sex it was|Oh yeah, no old Cynthia and it was about Cynthia, Payne the madam and yes, she'd seen it all and most of it wasn't to do with sex.|oh yeah there all Cynthia it was about Cynthia Pane the madam she'd seen it all and most of it wasn't about sex.|oh yeah that was sent here to it was about configure page loads of mother I'm done yes seems all and most of it wasn't to do with sex|
mix113_original_1|happens when you live in this kind of environment what type of person that changes you into now all of a sudden it's like you can't talk about that but this is what we live in this is we don't have|happens when you live in this kind of environment, what type of person that changes you into now? All of a sudden, it's like you can't talk about that, but this is where we live in, this is we don't have.|happens when you live in this kind of environment what what type of person it changes you into now all of a sudden its like you can't talk about that but this is what we live in this is |you live in this kind of environment with what person to change Olympia now all the sudden it's like you can't talk about it well we live in|
mix113_original_2|hi gun into the whole phase being thing but you want to research the character he just he's a true life character he was starlings right hand and force of calling what you want but|Hate going into the whole thing, lesbian thing, But you want to research the character. He's a true life character. He was Stalin's right hand and force of calling what you want. But.|hate going into the whole lesbian thing but um you are researching a character he's he's a true life character he was starling's right hand and force of call him what you want|at guns to the house there's nothing but you want to research the character gravity's too rough characters started by having folks according what I want|
mix114_original_1|well I was really in the mood this morning when I woke up to|Well, I was really in the mood this morning when I woke up to have.|well I was really in the mood this morning when I woke up to have|some and all I was really in the mood to write when I woke up to have|
mix114_original_2|show man all I had to do was like change my dress but we had just been shooting in a|Home and all I had time to do was change my dress, but we had just been shooting and.|[unintelligible] so all I had time to do was change my dress but we had just been shooting in a [unintelligible]|well I'm going to do is like changing my dress won't we had just been shooting in a|
mix115_original_1|I'm not a bad guy but but certainly not not us very squared away guy not a guy who seems to be on any kind of track to success|I'm not a bad guy, but but certainly not not a very squared away guy, not a guy who seems to be on any kind of track to success. Um.|I'm not a bad guy but but certainly not a very squared away guy not a guy who seems to be on any track of success um.|I'm not a bad guy but but certainly not not as very squared away guy not a guy who seems to be on any kind of track to success|
mix115_original_2|I finally connected when he was off the slope and I was through traveling and we were in the same room at the same time and I told him that|I finally connected when he was off the slope and I was through traveling and and we were in the same room at the same time, and I told him that.|I finally connected when he was off the slope and I was through travelling and and we were in the same room at the same time and I told him that um|I finally connected was off the float and I was just traveling and you were in the same room at the same time and I told him that|
mix116_original_1|so it's there's a special place in my heart for the original show and that was part of kind of what you know gravitated me toward wanting to come back and be a part of|So it's there's a special place in my heart for the original show, and that was part of kind of what, you know, gravitated me toward wanting to come back and be a part of the.|Ugh so its there's a special place in my heart for the original show and uh that was part of kind of what you know gravitated me toward wanting to come back and becoming a part of the|so it's there's a special place in my heart for the original show and that was part of kind of what you know gravitated me toward wanted to come back and be a part of them|
mix116_original_2|truths and lies that emerge from that session those few sessions that we had many many years ago and it it affects our relationship today so we|Truths and lies that emerge from that session, those few sessions that we had many, many years ago, and it um, it affects our relationship today, so we.|Mm truths and lies that emerge from that sesh those few sessions that we had those many many years ago and it affects our relationship today so we [unintelligible]|truce many lives that emerge from that session those two sessions that we had many many years ago and it it affects our relationship today so we|
mix117_original_1|so I was like let's write about my dog and have it be as a joke and so sorry|So I was like, let's write about my dog and have it be as a joke, and so it's pretty good.|So I was like let's write about my dog and have it be as a joke and so it's really good|and have it be a joke|
mix117_original_2|you know you all the thoughts that would go through her head are going through my head|You know you all the thoughts that would go through her head are going through my head.|You know you all the thoughts that would go through her head are going through my head|all the thoughts that would go through a very ads are going through my head|
mix118_original_1|unhappy manager of those ill-starred mats in the beginning of their existence used a cigar to vent his frustration at the ineptitude of his|Unhappy manager of those ill starred mets in the beginning of their existence used a cigar to vent his frustration at the ineptitude of his place.|[static] unhappy manager of those ill starred Mets in the beginning of their existence used his cigar to vent his frustration at the ineptitude of his plays.|unhappy manager of those ill-starred meds in the beginning of their existence use this tag are to vent his frustrations at the ineptitude of his|
mix118_original_2|more work some people need it more than others you know like all of that list I feel doesn't necessarily need it but that doesn't mean they're not deserving and doesn't mean they shouldn't be nominated or shouldn't we|More work. Some people need it more than others. You know like all of that list I feel doesn't necessarily need it. But that doesn't mean they're not deserving. It doesn't mean they shouldn't be nominated or shouldn't win.|more work some people need it more than others you know like all of that list I feel doesn't necessarily need it but that doesn't mean they're not deserving it and doesn't mean they shouldn't be nominated or shouldn't win.|some people need it more than others she would have that list that feels doesn't necessarily need it that doesn't mean it couldn't be|
mix119_original_1|whole cast him everything absolutely inspired forming|Hold the Cast Him Everything absolutely inspired performance, fantastic.|whole cast him everything absolutely inspired performance fantastic|Cox right they do everything and I and what's this|
mix119_original_2|um but anyway we got here and and I and we watch the extended cuts the on 35|Um but anyway, we got her and and I and we watched the extended cuts the on 35 mil.|um ugh but anyway we got here and ugh I we watched the extended cuts on [unintelligible] film|um company way we got here in it and I am used to be exhibited cut the violence|
mix120_original_1|vulnerability and all of us and that compassion and all of us that|vulnerability in all of us and the compassion and all of us that.|Vulnerability in all of us um and that compassion in all of us that|vulnerability in all of us and that compassion and all that|
mix120_original_2|obviously and at some point he had to go but I think you have two of us|Obviously at some point he had to go but I think you have to have a certain.|aye obviously um at some point he had to go but I think you have to have accept|a obviously and at some point he had to go but I think you ask of us|
mix121_original_1|you know the wraparound sign with that Jack Black's comedy I was happy to get that call you know I'm friends with Mike White from in|You know the wraparound sign with Jack Black's comedy, I was happy to get that call, You know, I'm friends with Mike White from in life.|that uh you know that wrap around sign yeah with Jack Black's comedy I was happy to get that call you know I'm friends with Jack White from Enlightenment|you know the wrap around sideways yeah Jack Black's Thomas I was happy to get that and I don't pray on like white flag|
mix121_original_2|I think what you say that out loud you can't take it back you know it's like oh there's another cooler guy other than Batman and then they had another really isn't so|I think once you say that out loud, you can't take it back. You know, it's like oh there's another cooler guy other than batman and yeah, no, there really isn't so.|I think once you say that out loud you can't take it back you know it's like oh there's another cooler guy that's greater than batman [unintelligible] yeah there really isn't|I think what you say that out loud you've seen anything like it oh there's another cooler guy other than bad call you friends with Mike|
mix122_original_1|those sets were really like theater sets because most of the people that came on to them where theater people you know Felicia or Rashaad in|Those sets were really like theater sets because most of the people that came onto them were theater people, you know Felicia Rashad.|Those sets were really like theater sets cause most of the people that came onto them were were theater people you know Felicia or Rashad in fact|so respect for really like theaters that's because most of the people that came on them we're theater people who shows a shot|
mix122_original_2|and it changes him for the rest of the season I told I told Jon I said you know because we shot out of order but we had an order this year yeah which is nice because we knew exactly where each episode went and I said|And it changes him for the rest of the season. I told, I told john, I said, you know, because we shot out of order. But we had an order this year, which was nice because we knew exactly where each episode went and I said.|and it changes him for the rest of the season I told I told John I said you know cause we shot out of order but we had an order for this shit yeah which is nice because we knew where each episode went. And I said|and it changes him for the rest of the saloons and I told I told John I said you know because we shot out of order but we had an order of issue yeah which is nice because we knew exactly where each episode went and he said|
mix123_original_1|one thing led to another and I got my first big gig on E hosting Wild on traveled around|One thing led to another, and I got my first big gig on e hosting Wild on traveled around the.|One thing led to another and I got my first big gig on E hosting Wild On traveled around the|one thing led to another and I got my first big gig on E hosting Wild on traveled around|
mix123_original_2|I had gotten sick and had to leave the tour|Had gotten sick and had to leave the tour.|Had gotten sick mhm and had to leave the tour mhm|I had gotten sick and had to leave the tour|
mix124_original_1|a great chance to send a message the 28th of March and|A great chance to send the message 28 March and.|A great chance to send the message uh the twenty eighth of March and um|need a greater chance of passing the massive problem for the 2800 Marlo and in this case|
mix124_original_2|and you know a few days go by and you wait for a phone call and sometimes it's yes sometimes it's snowing in this case|And you know, a few days go by and you wait for a phone call and sometimes it's yes, sometimes it's no, and in this case it was.|And um you know a few days go by and you wait for a phone call and sometimes it's yes sometimes it's no and in this case it was|and you know she's days go by and you wait for a phone call and sometimes it's yes sometimes it's mentioned in this case|
mix125_original_1|well I stayed at the four key areas well I loved it because it was such a grand hotel from another era|Well, I stayed at the Fork Area as well, I loved it because it was such a grand hotel from another era at.|Uh well I skated the fork area as well and I loved it because it was such a grand hotel from another era.|oh well I support areas well I loved it because it was such a grand kotel from another era|
mix125_original_2|you know it's a stupid kind of criticism I think because when I was growing up you know the youngest of 10 children in a very poor family|You know, it's it's a stupid kind of criticism I think because when I was growing up, you know, the youngest of 10 Children in a very poor family.|[unintelligible] you know it's it's a stupid kind of criticism I think because when I was growing up you know the youngest of ten children growing up in a very poor family|how do you know it's a stupid kind of criticism I think because when I was growing up you know the youngest of 10 children in a very poor I am light|
mix126_original_1|intake by Audi represent in this show in the live show to others and so we|Rented by Audi to present in this show in the live show.|[unintelligible] Audi yes to present in this show in the live show ah to the audience and and so we had a bit|buy a chair with a lot of Chef|
mix126_original_2|so that's kind of cool to me and one of the things that I try to do when I do|So that's kind of cool to me and one of the things that I try to do when I direct.|So that's kind of cool to me hm and one of the things that I try to do when I direct|so that's kind of cool to me and one of the things that I try to do when I direct|
mix127_original_1|but I felt this inclination sitting within and sitting with DT and talking about our characters backstories talking about my backstory with Matt nabal|But I felt this inclination, sitting with men and sitting with Gt and talking about our characters, back stories, talking about my backstory with matt unable.|But I felt this inclination sitting with Vin and sitting with DT and talking about our character's back stories and talking about our back stories with Matt Nable|but I felt this inclination sitting with them and sitting with me tea and talking about our characters backstory talking about the back story with band Abel|
mix127_original_2|in three some highlights about Callie Torres as you know she likes George O'Malley and so season 3 be prepared because she's coming|Three Some highlights about Callie Torres as you know, she likes George O'Malley, and so season three be prepared because she's coming after.|Season three ugh some highlights about Callie Torres um as you know she likes George O'Malley and so season three be prepared because she's coming after you|three some highlights about Paola Suárez as you know she likes George O'Malley and so season 3 be prepared because she's coming up|
mix128_original_1|politics now seems to me to have center stage and everything it seems to me to be a circus the world revolves|Politics now seems to me to have center stage and everything, it seems to me to be a circus the world revolves.|Politics now seems to be have the center stage in everything it seems to me to be a circus the world revolves|politics now she sent me to be a circus of the world we walk|
mix128_original_2|many studies were done about the economic economic impact of the polo actually not surprisingly because it was a quite a large expenditure|The many studies were done about the economic impact of Apollo, actually not surprisingly, because it was quite a large expenditure.|Uh The uh many studies that have been done economic economic impacts of Apollo actually not surprisingly because it was such a large expenditure and its|many studies we don't know about the actual second Amish impact is called Low actually not surprisingly because it is quite a large expenditure|
mix129_original_1|we have gotten rid of things we were one of the first to get rid of|We have gotten rid of things we were one of the first to get rid of.|We have gotten rid of things were one of the first to get rid of optic|we have got rid of things we were the first to get rid of optic|
mix129_original_2|a tie those fight sequences are actually occurring like that and the fact that they're real|Those fight sequences are actually occurring like that and the fact that they're real.|And I those [unintelligible] sequences are actually occurring like that and the fact that they are real|I so Spike sequences are actually occurring like that and the fact that they're real|
mix130_original_1|fusing thing for a kid and I really don't want my kid doing it's complicated I if you want to do it later and I can't control them fine but great|Confusing thing for a kid and um I really don't want my kid doing. It's complicated i if he wants to do it later and I can't control him fine, but right now.|Confusing thing for a kid and um I really don't want my kid doing it it's complicated if he wants to do it later and I can't control him then fine good but right now|fusing breaking I really don't want to get doing it's complicated II if you want to do it later and I can't control fine but|
mix130_original_2|sounds good to me works for me okay is that what you want to do will do that we went to a place called the center for surrogate parenting in Beverly Hills and they are experts in|Sounds good to me. Works for me, okay. Is that what you want to do? We'll do that. We went to a place called the Center for Surrogate parenting in Beverly Hills and they are experts.|Sounds good to me works for me okay? Is that what you want to do well do that we went to a place called center for circuit parenting in Beverly Hills and they are experts at|sounds good to me|
mix131_original_1|and you know like knowing the arc he's got room for a couple of people on his boat let's|And you know like Noah and the ark he's got room for a couple of people on his boat, let's go!|And uh like Noah in the Arc he's got room for a couple people on his boat lets go|and what now in the ah he's got room for a couple of people and he's both let's go|
mix131_original_2|I think what's interesting about the end of season 5 is it shows that Above All Else|I think what's interesting about the end of season five is it shows that, above all else doctor.|I think what's interesting about the end of season 5 is that it shows above all else Dr. House|I think what's interesting about the end of season 5 is it shows that Above All Else|
mix132_original_1|swag is like an extra bone in your body black people just born with that but being a g ain't about one's mother fucking race it's about how early your parents gave|Swag is like an extra bone in your body. Black people are just born with that. But being a G ain't about one's mother race, it's about how early your parents gave us.|Swag is like an extra bone in your body black people are just born with that shit but being a G ain't about one's mother******* race it's about how early your parents gave up|whack it's like an extra bone in your body black people just quit that what's being a G8 about 1.2 race it's about how early your parents|
mix132_original_2|it's just bonding probably with new people and spending time and getting to know them and you know getting into character getting to create someone|It's just bonding probably with new people and and and spending time and getting to know them and you know getting into character, getting to to create someone.|its just its just bonding probably with new people and and spending time and getting to know them and um you know getting into character and getting in to create someone|I said it's just bonding probably with new people and spending time getting to know them and you know getting into character getting to to create someone|
mix133_original_1|of course you know it's quite a responsibility it's such a big character such a famous character but she said that she didn't want to think she didn't want to overthink it and sort of almost go|Of course it's quite a responsibility. It's such such a big character, such a famous character. But she said that she she didn't want to I think she didn't want to overthink it and sort of almost go with.|And of course you know it's quite a responsibility it's it's such such a a big character and such a famous character but um she said she I think she didn't want to over think it and almost go with the|of course and it's quite a responsibility it's such a big character such a famous code that she said that she didn't want to think she didn't want to overthink it and sort of almost go|
mix133_original_2|palak where you simply can't speak and stutter is more repetitive where you repeat the first letter of a word but in my research I was told they were interchangeable|Block where where you simply can't speak in a stutter is more repetitive, where you repeat the first letter of a word. But in my research I was told they were interchangeable.|Block where where you simply can't speak and the stutter is more repetitive where you repeat the first letter of a word but in my research I was told that they were interchangeable|Lots where you simply can't seat and stuff so it's more repetitive where you repeat the first letter of a word but in my research I was told they were interchangeable|
mix134_original_1|Anders was there and Robert Rodriguez was there and Quentin was there with Reservoir Dogs and we were there within the|Andrews was there and robert Rodriguez was there and Quentin was there with reservoir dogs and we were there within the soup.|Anders was there and Robert Rodriguez was there and Quentin was there with the rest of our dogs and we were there within the suite|Anders was there and Robert Rodriguez was there and Quentin was there with Reservoir Dogs and we were there within the|
mix134_original_2|and then get some tape on yourself and just like if you're playing baseball in the minor leagues work your way up yet|And then get some tape on yourself and just like if you're playing baseball in the minor leagues, work your way up.|And then get some tape on yourself and just like if your playing baseball in the minor leagues work your way up get to all|and then get some tape one so and just like if you're playing baseball in the minor leagues work your way up you have to offer|
mix135_original_1|Rupert he's a bit of a genius the guy so I won't be surprising this|Rupert, he's a bit of a genius the guy, so I wouldn't be surprised if this is.|Rupert ah uh uh he's a bit of a genius the guy so I wouldn't be surprised if this is [unintelligible]|he's a genius but so I won't be surprising this sucks|
mix135_original_2|a script that brings both fast together but it could be a bit odd to work with|A script that brings both of us together, but it would be a bit odd to work with.|A script that brings both of us together but it will be a bit odd to work with [unintelligible]|a script that bring both sides together but which all to work with|
mix136_original_1|it's not her and she's being made to do things that she doesn't want to do and she's aware of the fact that she's doing these things that are wrong so there's all this conflict|It's not her and she's been made to do things that she doesn't want to do, and she's aware of the fact that she's doing these things that are wrong, so there's all this conflict.|It's not her and she's being made to do things that she doesn't want to do and she's aware of the fact that she's doing things that are wrong so there's all this conflict.|it's not here I see being made to do so with that she doesn't want to do and you were aware that she's doing the things that are wrong|
mix136_original_2|you know what I will tell you this it is the it was voted the most reasonable wedding dress I am not going to pay ten thousand dollars for wedding dresses|You know what I will tell you this, it is. It was voted the most reasonable wedding dress. I am not gonna pay $10,000 for a wedding dress.|You know what I will tell you this it is it was voted the most reasonable uh wedding dress. I am not going to pay ten thousand dollars for a wedding dress I'm sorry thank you.|you know I will tell you didn't get it it was devoted be most reasonable wedding dress I am not going to pay ten thousand dollars for wedding dress|
mix137_original_1|he was an Olympic runner and he was running he was in the Olympics he pulled a hamstring|Was an olympic runner and he was running he was in the olympics he pulled a hamstring.|He was an Olympic runner and he was running and in the Olympics and he pulled a hamstring|she was from|
mix137_original_2|feathers and hats you know that's all you know alright look Jonathan Winters you know he slaps on a hat|And feathers and hats you know that's all alright look Jonathan winters you know, he slaps on a hat.|Feathers and hats you know that's all alright look Jonathon Winnard he slaps on a hat.|feathers paths you know that's all it's all right look Jonathan Winters you know he slaps on my ass|
mix138_original_1|every sobriety test right I failed the pupil test there's a pupil test they give you but my pupils in their resting state look like|Every sobriety test um, I failed the pupil test, there's a pupil test they give you, but my pupils, in their resting state look like someone.|Every sobriety test right. Um I failed the pupil test there's a pupil test they give you but my pupils in their resting state look like someone who|every sobriety test right I filled the pupil task there's a pupil test they give you but my pupils in their Reckoning State and quick someone|
mix138_original_2|is is really fun for me but because I spend so much of my time either thinking about music or singing music or writing music that|Um is really fun for me, but because I spend so much of my time either thinking about music or singing music or writing music that.|Um is is really fun for me but cause I spend so much time either thinking about music singing about music or writing about music that|is really fun for me but because I spend so much of my time either thinking about music or singing music or writing music that|
mix139_original_1|pleat Insanity that was the two electrode which basically people gambling on tulip bulbs and tulip bulbs being sold for like the price of a house|Complete insanity, That was the tulip trade, which basically people gambling on tulip bulbs and tulip bulbs being sold for like the price of a house.|Complete insanity that was the tulip trade that was basically people gambling on tulip bulbs. And tulip bulbs being sold for like the price of a house|sweet Insanity that will fit shoot it right basically people gambling or chili bowl and chili balls are being sold for like the price Val|
mix139_original_2|then I've started working for the Smothers Brothers so I started to learn to write sketches and dialogue for sketches|Then I started working for the Smothers Brothers, so I started to learn to write sketches and dialogue for sketches.|Then I have started working for the smothers brothers so I started to learn to write sketches and dialogue for sketches.|can I started working for the Smothers Brothers so I started to learn to write the sketches and dialogue for sketches|
mix140_original_1|and helping your fellow human being|Um and helping your fellow human being.|Um and helping your fellow human being|helping your fellow human being|
mix140_original_2|many many filters we have to go through but I can tell you I want to|Many many filters we have to go through, but I can tell you I want to go.|Uh ma many filters we have to go through but I can tell you I want to go.|many many filters we have to go through but I can tell you I want to|
mix141_original_1|starting out dependent on the age if there was a kid I would say do what I did get involved locally with who|Starting out, depending on their age, if there was a kid, I would say do what I did and get involved locally with whoever.|Starting out depending on their age if there was a kid do I would say do I didn't get involved locally [unintelligible]|install now dependent on the age if there was a kid I would say do what I did get involved locally with|
mix141_original_2|yeah what is those demons we are hearing sometimes about but what is it|What is those demons we are hearing sometimes about, but what is it?|Um yeah what what is those demons we are hearing sometimes about but what is it [unintelligible]|yeah what what is those demons we are hearing sometimes about but what is it|
mix142_original_1|and this community a bit more so that some kind of change can be implemented I mean sexual orientation isn't even in the|And this community a bit more so that some kind of change can be implemented, sexual orientation isn't even in the federal.|[unintelligible] this community a bit more so that some kind of change can be implemented I mean sexual orientation isn't even in the federal |welcome to me little bit more so set some kind of change can be sexual orientation isn't even in the federal too|
mix142_original_2|I'm at Warsaw is in the middle and that Poland is in trouble really and and and where the rest of Europe is going to line up to|And that Warsaw is in the middle and that Poland is in trouble really, and and where the rest of europe is going to line up.|yeah And that Warsaw's in the middle and that Poland is in trouble really yeah um and and where the rest of Europe is going to line up to uh|and it was those in the middle and moving them is in trouble region and and and Wibble Europe issues because of wine up to|
mix143_original_1|at least on the other thing May Maids develop your no matter how high powered or|At least, and the other thing may may develop you no matter how high powered or.|[unintelligible] and the other thing may may develop you no matter how high powered or|yeah at least on the other thing may may develop your no matter how high powered or|
mix143_original_2|it's sort of on the road job it's lonely and there are some scary statistics out there|It's sort of on the road job, it's lonely and there are some scary statistics out there of.|Its it's sort of an on the road job it's lonely and there are some scary statistics out there of |is job it's lonely I know some scary for physics out there|
mix144_original_1|and I had to do press funny enough on that Saturday pulled a last-minute thing on me but I was going for the|And uh, and I had to do press, funny enough on that saturday pulled a last minute thing on me, but I was going for the week.|And uh I had to do press money ohh right you know on that Saturday for the last minute thing but you know I was going for the week|that and ing on that Saturday for the last-minute thing on me but I was going for the week|
mix144_original_2|the trailers are meant to slip and slide Dodge you you know what I mean but you can try|The trailers are meant to slip and slide dodge you, you know what I mean, but you can try.|The trailers are meant to slip and slide dodge you you know what I mean but you can try it|the trailers are meant to slip and slide Dodge you you know what I mean but you could try|
mix145_original_1|right but it just ended up being interpreting Turner being put in turn around for a while which was|Um but it just ended up being in turn putting, being put in turn around for a while, which was fine.|Right um but it just [unintelligible] ended up being put in turn around for a while which is fine|but it just ended up being interpreting Turner's being put in turn around for a while was it|
mix145_original_2|I guess it's the well today I rode on Reese's bike around set that was|I guess just um well today I rode on Reese's bike around set that was.|I guess it's just um well today I rode on Risa's bike around set that was|right so what's the day I will die mrs. biker alphabet salad|
mix146_original_1|and then I've done a movie called Dangerous woman which I haven't seen yet we just finished it so I yet|And uh and then I've done a movie called Dangerous Woman, which I haven't seen yet, we just finished it, so I have yet.|And uh and then I have done a movie called the Dangerous Woman which I haven't seen yet we just finished it so I I have yet to.|and the and then as a movie called Dangerous woman which I haven't eaten yet we just finished doing that I haven't met yet|
mix146_original_2|the gas out of your mouth you're not breathing you have to hold your breath that's just the only way you're going to do it so you can only be under there for a set amount of time|The guests out of your mouth, you're not breathing, you have to hold your breath. That's just the only way you're going to do it so you can only be under there for a certain amount of time.|It gusts out of your mouth your not breathing you have to hold your breath. That's just the only way your going to do it so you can only be under there for a certain amount of time|pick up that Matthew not briefing you have to hold your breath that's just the only way you're going to do it so you can only be under there for a set amount of time|
